,#_diseases,cluster_size,dataset_size,p,q1,z,local_file_num,exponent,beta,dataset_num
38,10,7,49310,0.3285130220238133,0.4906457981974876,1.978995201979764,9,0.9821770780509156,0.14285714285714285,1
39,10,7,49310,0.3285130220238133,0.4906457981974876,1.978995201979764,10,1.923180040377646,0.14285714285714285,1
40,12,3,29812,0.4476537143763384,0.3469028154443877,2.3340694657764915,1,1.577875545456521,0.3333333333333333,1
41,12,3,29812,0.4476537143763384,0.3469028154443877,2.3340694657764915,2,1.522207945638982,0.3333333333333333,1
42,12,3,29812,0.4476537143763384,0.3469028154443877,2.3340694657764915,3,1.4630897514757566,0.3333333333333333,1
43,12,3,29812,0.4476537143763384,0.3469028154443877,2.3340694657764915,4,2.286546142631605,0.3333333333333333,1
44,12,3,29812,0.4476537143763384,0.3469028154443877,2.3340694657764915,5,1.4808454216203142,0.3333333333333333,1
45,12,3,29812,0.4476537143763384,0.3469028154443877,2.3340694657764915,6,2.111817637305526,0.3333333333333333,1
46,12,3,29812,0.4476537143763384,0.3469028154443877,2.3340694657764915,7,1.6937468114626788,0.3333333333333333,1
47,12,3,29812,0.4476537143763384,0.3469028154443877,2.3340694657764915,8,1.3315548106940664,0.3333333333333333,1
48,12,3,29812,0.4476537143763384,0.3469028154443877,2.3340694657764915,9,1.4556875572540602,0.3333333333333333,1
49,12,3,29812,0.4476537143763384,0.3469028154443877,2.3340694657764915,10,1.0802583254634786,0.3333333333333333,1
50,14,10,12307,0.3299960481612938,0.5402045989864643,1.1542258786711324,1,1.515575578771681,0.1,1
51,14,10,12307,0.3299960481612938,0.5402045989864643,1.1542258786711324,2,1.7424443236072833,0.1,1
52,14,10,12307,0.3299960481612938,0.5402045989864643,1.1542258786711324,3,2.304498874738874,0.1,1
53,14,10,12307,0.3299960481612938,0.5402045989864643,1.1542258786711324,4,0.8571356422304897,0.1,1
54,14,10,12307,0.3299960481612938,0.5402045989864643,1.1542258786711324,5,1.2510846472238464,0.1,1
55,14,10,12307,0.3299960481612938,0.5402045989864643,1.1542258786711324,6,1.0937487521819425,0.1,1
56,14,10,12307,0.3299960481612938,0.5402045989864643,1.1542258786711324,7,0.8935110151243839,0.1,1
57,14,10,12307,0.3299960481612938,0.5402045989864643,1.1542258786711324,8,1.833027789813716,0.1,1
58,14,10,12307,0.3299960481612938,0.5402045989864643,1.1542258786711324,9,1.2749891125107808,0.1,1
59,14,10,12307,0.3299960481612938,0.5402045989864643,1.1542258786711324,10,1.6698968191254648,0.1,1
60,16,12,34722,0.6642508122750718,0.4928036652180975,3.7799806254034927,1,1.1620862585094591,0.08333333333333333,1
61,16,12,34722,0.6642508122750718,0.4928036652180975,3.7799806254034927,2,1.1528539715718036,0.08333333333333333,1
62,16,12,34722,0.6642508122750718,0.4928036652180975,3.7799806254034927,3,1.6440238977744066,0.08333333333333333,1
63,16,12,34722,0.6642508122750718,0.4928036652180975,3.7799806254034927,4,0.8066137283556984,0.08333333333333333,1
64,16,12,34722,0.6642508122750718,0.4928036652180975,3.7799806254034927,5,1.9789221642208517,0.08333333333333333,1
65,16,12,34722,0.6642508122750718,0.4928036652180975,3.7799806254034927,6,1.0848740198958349,0.08333333333333333,1
66,16,12,34722,0.6642508122750718,0.4928036652180975,3.7799806254034927,7,1.9150309385065007,0.08333333333333333,1
67,16,12,34722,0.6642508122750718,0.4928036652180975,3.7799806254034927,8,1.5448967725987741,0.08333333333333333,1
68,16,12,34722,0.6642508122750718,0.4928036652180975,3.7799806254034927,9,0.9044782409539422,0.08333333333333333,1
69,16,12,34722,0.6642508122750718,0.4928036652180975,3.7799806254034927,10,1.8018251573399617,0.08333333333333333,1
70,18,9,5279,0.5905761604435106,0.6305654412707135,3.531247054353935,1,1.3337328595692663,0.1111111111111111,1
71,18,9,5279,0.5905761604435106,0.6305654412707135,3.531247054353935,2,2.380819758704868,0.1111111111111111,1
72,18,9,5279,0.5905761604435106,0.6305654412707135,3.531247054353935,3,1.9165935980448567,0.1111111111111111,1
73,18,9,5279,0.5905761604435106,0.6305654412707135,3.531247054353935,4,2.1573677379759406,0.1111111111111111,1
74,18,9,5279,0.5905761604435106,0.6305654412707135,3.531247054353935,5,1.2201599276749242,0.1111111111111111,1
75,18,9,5279,0.5905761604435106,0.6305654412707135,3.531247054353935,6,0.946129807824066,0.1111111111111111,1
76,18,9,5279,0.5905761604435106,0.6305654412707135,3.531247054353935,7,2.239436551719998,0.1111111111111111,1
77,18,9,5279,0.5905761604435106,0.6305654412707135,3.531247054353935,8,2.3259349025081737,0.1111111111111111,1
78,18,9,5279,0.5905761604435106,0.6305654412707135,3.531247054353935,9,1.6863394458556145,0.1111111111111111,1
79,18,9,5279,0.5905761604435106,0.6305654412707135,3.531247054353935,10,0.8548543068137491,0.1111111111111111,1
80,20,5,25241,0.6677958568997144,0.4067405645291056,2.7871329742578115,1,1.2694456688743905,0.2,1
81,20,5,25241,0.6677958568997144,0.4067405645291056,2.7871329742578115,2,1.5005788033637897,0.2,1
82,20,5,25241,0.6677958568997144,0.4067405645291056,2.7871329742578115,3,1.2309080080199346,0.2,1
83,20,5,25241,0.6677958568997144,0.4067405645291056,2.7871329742578115,4,2.111575442855715,0.2,1
84,20,5,25241,0.6677958568997144,0.4067405645291056,2.7871329742578115,5,1.9311668248255105,0.2,1
85,20,5,25241,0.6677958568997144,0.4067405645291056,2.7871329742578115,6,0.8331258050943398,0.2,1
86,20,5,25241,0.6677958568997144,0.4067405645291056,2.7871329742578115,7,2.3336408982468506,0.2,1
87,20,5,25241,0.6677958568997144,0.4067405645291056,2.7871329742578115,8,1.624412323083568,0.2,1
88,20,5,25241,0.6677958568997144,0.4067405645291056,2.7871329742578115,9,1.8129771243995845,0.2,1
89,20,5,25241,0.6677958568997144,0.4067405645291056,2.7871329742578115,10,1.5079810351510576,0.2,1
90,4,1,5488,0.6000307117241972,0.7249953775614716,3.588547550522857,1,1.4221557964048424,1.0,2
91,4,1,5488,0.6000307117241972,0.7249953775614716,3.588547550522857,2,1.8679715723662973,1.0,2
92,4,1,5488,0.6000307117241972,0.7249953775614716,3.588547550522857,3,1.1332122734203198,1.0,2
93,4,1,5488,0.6000307117241972,0.7249953775614716,3.588547550522857,4,2.3569555474501698,1.0,2
94,4,1,5488,0.6000307117241972,0.7249953775614716,3.588547550522857,5,0.8769366772193108,1.0,2
95,4,1,5488,0.6000307117241972,0.7249953775614716,3.588547550522857,6,2.384504554838276,1.0,2
96,4,1,5488,0.6000307117241972,0.7249953775614716,3.588547550522857,7,1.9147595797213972,1.0,2
97,4,1,5488,0.6000307117241972,0.7249953775614716,3.588547550522857,8,2.064002150108357,1.0,2
98,4,1,5488,0.6000307117241972,0.7249953775614716,3.588547550522857,9,1.9991692181610052,1.0,2
99,4,1,5488,0.6000307117241972,0.7249953775614716,3.588547550522857,10,1.990714215198458,1.0,2
100,6,4,8962,0.6721588487651604,0.5360268512653092,2.3956095627597085,1,1.5125954993196054,0.25,2
101,6,4,8962,0.6721588487651604,0.5360268512653092,2.3956095627597085,2,1.6809183411712718,0.25,2
102,6,4,8962,0.6721588487651604,0.5360268512653092,2.3956095627597085,3,1.0495575300290951,0.25,2
103,6,4,8962,0.6721588487651604,0.5360268512653092,2.3956095627597085,4,2.2252075143759065,0.25,2
104,6,4,8962,0.6721588487651604,0.5360268512653092,2.3956095627597085,5,1.1685161903262693,0.25,2
105,6,4,8962,0.6721588487651604,0.5360268512653092,2.3956095627597085,6,1.6864570744297458,0.25,2
106,6,4,8962,0.6721588487651604,0.5360268512653092,2.3956095627597085,7,1.542233521306455,0.25,2
107,6,4,8962,0.6721588487651604,0.5360268512653092,2.3956095627597085,8,2.158706658864606,0.25,2
108,6,4,8962,0.6721588487651604,0.5360268512653092,2.3956095627597085,9,1.918279715063343,0.25,2
109,6,4,8962,0.6721588487651604,0.5360268512653092,2.3956095627597085,10,2.0359589400164824,0.25,2
110,8,4,37110,0.7495097568280611,0.2563010677394635,3.0838802204136693,1,1.8056873314432655,0.25,2
111,8,4,37110,0.7495097568280611,0.2563010677394635,3.0838802204136693,2,1.5500397137596416,0.25,2
112,8,4,37110,0.7495097568280611,0.2563010677394635,3.0838802204136693,3,1.2973535452103755,0.25,2
113,8,4,37110,0.7495097568280611,0.2563010677394635,3.0838802204136693,4,1.3351741830645696,0.25,2
114,8,4,37110,0.7495097568280611,0.2563010677394635,3.0838802204136693,5,1.3752075187402104,0.25,2
115,8,4,37110,0.7495097568280611,0.2563010677394635,3.0838802204136693,6,1.3981312374646315,0.25,2
116,8,4,37110,0.7495097568280611,0.2563010677394635,3.0838802204136693,7,1.8811658712922976,0.25,2
117,8,4,37110,0.7495097568280611,0.2563010677394635,3.0838802204136693,8,1.619922899343531,0.25,2
118,8,4,37110,0.7495097568280611,0.2563010677394635,3.0838802204136693,9,0.9044833793188588,0.25,2
119,8,4,37110,0.7495097568280611,0.2563010677394635,3.0838802204136693,10,1.3184900157221484,0.25,2
120,10,7,28835,0.3032942634190674,0.5641015853939693,3.9927458592180023,1,1.1509080032490944,0.14285714285714285,2
121,10,7,28835,0.3032942634190674,0.5641015853939693,3.9927458592180023,2,1.7085928675009183,0.14285714285714285,2
122,10,7,28835,0.3032942634190674,0.5641015853939693,3.9927458592180023,3,1.6157673477482954,0.14285714285714285,2
123,10,7,28835,0.3032942634190674,0.5641015853939693,3.9927458592180023,4,1.5272050134052486,0.14285714285714285,2
124,10,7,28835,0.3032942634190674,0.5641015853939693,3.9927458592180023,5,1.960957240363316,0.14285714285714285,2
125,10,7,28835,0.3032942634190674,0.5641015853939693,3.9927458592180023,6,0.9851822434983432,0.14285714285714285,2
126,10,7,28835,0.3032942634190674,0.5641015853939693,3.9927458592180023,7,1.8375925768938477,0.14285714285714285,2
127,10,7,28835,0.3032942634190674,0.5641015853939693,3.9927458592180023,8,1.8548507381278483,0.14285714285714285,2
128,10,7,28835,0.3032942634190674,0.5641015853939693,3.9927458592180023,9,2.3464922957153966,0.14285714285714285,2
129,10,7,28835,0.3032942634190674,0.5641015853939693,3.9927458592180023,10,1.8962675130224445,0.14285714285714285,2
130,12,3,23390,0.5436591306839033,0.5629437141300551,1.4862474415954834,1,1.9644816648909864,0.3333333333333333,2
131,12,3,23390,0.5436591306839033,0.5629437141300551,1.4862474415954834,2,1.4874514898375728,0.3333333333333333,2
132,12,3,23390,0.5436591306839033,0.5629437141300551,1.4862474415954834,3,1.4302303943579386,0.3333333333333333,2
133,12,3,23390,0.5436591306839033,0.5629437141300551,1.4862474415954834,4,0.8278264791104326,0.3333333333333333,2
134,12,3,23390,0.5436591306839033,0.5629437141300551,1.4862474415954834,5,2.3344622163877125,0.3333333333333333,2
135,12,3,23390,0.5436591306839033,0.5629437141300551,1.4862474415954834,6,1.5115200914017268,0.3333333333333333,2
136,12,3,23390,0.5436591306839033,0.5629437141300551,1.4862474415954834,7,1.2014338628083592,0.3333333333333333,2
137,12,3,23390,0.5436591306839033,0.5629437141300551,1.4862474415954834,8,2.374543456749069,0.3333333333333333,2
138,12,3,23390,0.5436591306839033,0.5629437141300551,1.4862474415954834,9,0.9935086031517044,0.3333333333333333,2
139,12,3,23390,0.5436591306839033,0.5629437141300551,1.4862474415954834,10,2.332113523027964,0.3333333333333333,2
140,14,10,13820,0.3221286650563259,0.2965011460189892,1.7788706383758304,1,1.758101328095535,0.1,2
141,14,10,13820,0.3221286650563259,0.2965011460189892,1.7788706383758304,2,1.653950143951172,0.1,2
142,14,10,13820,0.3221286650563259,0.2965011460189892,1.7788706383758304,3,2.022910497832351,0.1,2
143,14,10,13820,0.3221286650563259,0.2965011460189892,1.7788706383758304,4,1.0554342011108315,0.1,2
144,14,10,13820,0.3221286650563259,0.2965011460189892,1.7788706383758304,5,1.0184261296394332,0.1,2
145,14,10,13820,0.3221286650563259,0.2965011460189892,1.7788706383758304,6,1.7893786813897492,0.1,2
146,14,10,13820,0.3221286650563259,0.2965011460189892,1.7788706383758304,7,0.9252340660004686,0.1,2
147,14,10,13820,0.3221286650563259,0.2965011460189892,1.7788706383758304,8,1.3423598505840206,0.1,2
148,14,10,13820,0.3221286650563259,0.2965011460189892,1.7788706383758304,9,1.5910108937583942,0.1,2
149,14,10,13820,0.3221286650563259,0.2965011460189892,1.7788706383758304,10,1.1403979247016334,0.1,2
150,16,12,5152,0.3129382646424101,0.2500440470480924,3.192861513341544,1,1.7836258047112692,0.08333333333333333,2
151,16,12,5152,0.3129382646424101,0.2500440470480924,3.192861513341544,2,1.7938208146488122,0.08333333333333333,2
152,16,12,5152,0.3129382646424101,0.2500440470480924,3.192861513341544,3,2.279452034689859,0.08333333333333333,2
153,16,12,5152,0.3129382646424101,0.2500440470480924,3.192861513341544,4,2.1783136983069222,0.08333333333333333,2
154,16,12,5152,0.3129382646424101,0.2500440470480924,3.192861513341544,5,1.779662535835076,0.08333333333333333,2
155,16,12,5152,0.3129382646424101,0.2500440470480924,3.192861513341544,6,0.8243834183290515,0.08333333333333333,2
156,16,12,5152,0.3129382646424101,0.2500440470480924,3.192861513341544,7,0.917641925483192,0.08333333333333333,2
157,16,12,5152,0.3129382646424101,0.2500440470480924,3.192861513341544,8,2.3265046229572843,0.08333333333333333,2
158,16,12,5152,0.3129382646424101,0.2500440470480924,3.192861513341544,9,0.8309093492810732,0.08333333333333333,2
159,16,12,5152,0.3129382646424101,0.2500440470480924,3.192861513341544,10,1.5254528512608816,0.08333333333333333,2
160,18,4,14197,0.3671794769734477,0.4062691665189697,3.3767339480085647,1,1.7919902163899706,0.25,2
161,18,4,14197,0.3671794769734477,0.4062691665189697,3.3767339480085647,2,1.0870386568555337,0.25,2
162,18,4,14197,0.3671794769734477,0.4062691665189697,3.3767339480085647,3,1.9358337393070348,0.25,2
163,18,4,14197,0.3671794769734477,0.4062691665189697,3.3767339480085647,4,1.737077268590658,0.25,2
164,18,4,14197,0.3671794769734477,0.4062691665189697,3.3767339480085647,5,1.7991121101087812,0.25,2
165,18,4,14197,0.3671794769734477,0.4062691665189697,3.3767339480085647,6,0.9072442624597126,0.25,2
166,18,4,14197,0.3671794769734477,0.4062691665189697,3.3767339480085647,7,1.5984273984970114,0.25,2
167,18,4,14197,0.3671794769734477,0.4062691665189697,3.3767339480085647,8,1.838438230344432,0.25,2
168,18,4,14197,0.3671794769734477,0.4062691665189697,3.3767339480085647,9,1.0632095379877495,0.25,2
169,18,4,14197,0.3671794769734477,0.4062691665189697,3.3767339480085647,10,1.0463840108768263,0.25,2
170,20,15,35810,0.25687810640782605,0.3485107591859223,3.783443702176417,1,1.5946110814449224,0.06666666666666668,2
171,20,15,35810,0.25687810640782605,0.3485107591859223,3.783443702176417,2,1.34939583294953,0.06666666666666668,2
172,20,15,35810,0.25687810640782605,0.3485107591859223,3.783443702176417,3,2.011367023382149,0.06666666666666668,2
173,20,15,35810,0.25687810640782605,0.3485107591859223,3.783443702176417,4,1.339204928335241,0.06666666666666668,2
174,20,15,35810,0.25687810640782605,0.3485107591859223,3.783443702176417,5,1.9390451015864083,0.06666666666666668,2
175,20,15,35810,0.25687810640782605,0.3485107591859223,3.783443702176417,6,1.4243396711613845,0.06666666666666668,2
176,20,15,35810,0.25687810640782605,0.3485107591859223,3.783443702176417,7,1.1854231999150149,0.06666666666666668,2
177,20,15,35810,0.25687810640782605,0.3485107591859223,3.783443702176417,8,2.225618804116308,0.06666666666666668,2
178,20,15,35810,0.25687810640782605,0.3485107591859223,3.783443702176417,9,0.945098644214491,0.06666666666666668,2
179,20,15,35810,0.25687810640782605,0.3485107591859223,3.783443702176417,10,1.6232744508315438,0.06666666666666668,2
180,4,1,27147,0.5194594464577813,0.25396651072224324,2.041330511199395,1,0.8187289789707359,1.0,3
181,4,1,27147,0.5194594464577813,0.25396651072224324,2.041330511199395,2,1.9419966486035831,1.0,3
182,4,1,27147,0.5194594464577813,0.25396651072224324,2.041330511199395,3,2.034399679793493,1.0,3
183,4,1,27147,0.5194594464577813,0.25396651072224324,2.041330511199395,4,1.3971284534486383,1.0,3
184,4,1,27147,0.5194594464577813,0.25396651072224324,2.041330511199395,5,2.253909649968008,1.0,3
185,4,1,27147,0.5194594464577813,0.25396651072224324,2.041330511199395,6,2.33988050168732,1.0,3
186,4,1,27147,0.5194594464577813,0.25396651072224324,2.041330511199395,7,2.073643344034299,1.0,3
187,4,1,27147,0.5194594464577813,0.25396651072224324,2.041330511199395,8,1.6293680206782215,1.0,3
188,4,1,27147,0.5194594464577813,0.25396651072224324,2.041330511199395,9,2.015996848138624,1.0,3
189,4,1,27147,0.5194594464577813,0.25396651072224324,2.041330511199395,10,2.124524585636731,1.0,3
190,6,4,59377,0.6360182959010808,0.6369118398551088,2.6847912105366536,1,1.5057656850080945,0.25,3
191,6,4,59377,0.6360182959010808,0.6369118398551088,2.6847912105366536,2,2.174064717234269,0.25,3
192,6,4,59377,0.6360182959010808,0.6369118398551088,2.6847912105366536,3,2.074451258335808,0.25,3
193,6,4,59377,0.6360182959010808,0.6369118398551088,2.6847912105366536,4,1.7043686869029884,0.25,3
194,6,4,59377,0.6360182959010808,0.6369118398551088,2.6847912105366536,5,0.8217403473020165,0.25,3
195,6,4,59377,0.6360182959010808,0.6369118398551088,2.6847912105366536,6,1.6344855870057509,0.25,3
196,6,4,59377,0.6360182959010808,0.6369118398551088,2.6847912105366536,7,1.4708228265455958,0.25,3
197,6,4,59377,0.6360182959010808,0.6369118398551088,2.6847912105366536,8,1.1632772885446987,0.25,3
198,6,4,59377,0.6360182959010808,0.6369118398551088,2.6847912105366536,9,2.257276181015275,0.25,3
199,6,4,59377,0.6360182959010808,0.6369118398551088,2.6847912105366536,10,1.5612751646475882,0.25,3
200,8,6,18534,0.5042829698618234,0.3546290076525225,1.5812164139176654,1,2.0652198697639035,0.16666666666666666,3
201,8,6,18534,0.5042829698618234,0.3546290076525225,1.5812164139176654,2,2.189914615013599,0.16666666666666666,3
202,8,6,18534,0.5042829698618234,0.3546290076525225,1.5812164139176654,3,1.1930488701519204,0.16666666666666666,3
203,8,6,18534,0.5042829698618234,0.3546290076525225,1.5812164139176654,4,2.162222951305869,0.16666666666666666,3
204,8,6,18534,0.5042829698618234,0.3546290076525225,1.5812164139176654,5,1.713438845578981,0.16666666666666666,3
205,8,6,18534,0.5042829698618234,0.3546290076525225,1.5812164139176654,6,0.8097059521044205,0.16666666666666666,3
206,8,6,18534,0.5042829698618234,0.3546290076525225,1.5812164139176654,7,1.4200194831229975,0.16666666666666666,3
207,8,6,18534,0.5042829698618234,0.3546290076525225,1.5812164139176654,8,1.6541300944742934,0.16666666666666666,3
208,8,6,18534,0.5042829698618234,0.3546290076525225,1.5812164139176654,9,2.2410603360230583,0.16666666666666666,3
209,8,6,18534,0.5042829698618234,0.3546290076525225,1.5812164139176654,10,2.1187499457949106,0.16666666666666666,3
210,10,7,36336,0.46479876702064393,0.3631634089448682,2.027043177159032,1,1.1603324040061982,0.14285714285714285,3
211,10,7,36336,0.46479876702064393,0.3631634089448682,2.027043177159032,2,1.4064926081942446,0.14285714285714285,3
212,10,7,36336,0.46479876702064393,0.3631634089448682,2.027043177159032,3,0.8626448474829846,0.14285714285714285,3
213,10,7,36336,0.46479876702064393,0.3631634089448682,2.027043177159032,4,1.5128561849584048,0.14285714285714285,3
214,10,7,36336,0.46479876702064393,0.3631634089448682,2.027043177159032,5,1.3324748926483605,0.14285714285714285,3
215,10,7,36336,0.46479876702064393,0.3631634089448682,2.027043177159032,6,1.089368456441648,0.14285714285714285,3
216,10,7,36336,0.46479876702064393,0.3631634089448682,2.027043177159032,7,1.3055774135372118,0.14285714285714285,3
217,10,7,36336,0.46479876702064393,0.3631634089448682,2.027043177159032,8,1.9775095184922544,0.14285714285714285,3
218,10,7,36336,0.46479876702064393,0.3631634089448682,2.027043177159032,9,1.2737641356803715,0.14285714285714285,3
219,10,7,36336,0.46479876702064393,0.3631634089448682,2.027043177159032,10,1.0807901498707024,0.14285714285714285,3
220,12,6,24099,0.5897187511676044,0.3557143501570506,2.881480487696964,1,2.372110269780138,0.16666666666666666,3
221,12,6,24099,0.5897187511676044,0.3557143501570506,2.881480487696964,2,2.006805470639403,0.16666666666666666,3
222,12,6,24099,0.5897187511676044,0.3557143501570506,2.881480487696964,3,0.9324521314588664,0.16666666666666666,3
223,12,6,24099,0.5897187511676044,0.3557143501570506,2.881480487696964,4,1.589485808611542,0.16666666666666666,3
224,12,6,24099,0.5897187511676044,0.3557143501570506,2.881480487696964,5,2.182190341064774,0.16666666666666666,3
225,12,6,24099,0.5897187511676044,0.3557143501570506,2.881480487696964,6,1.7665463222014988,0.16666666666666666,3
226,12,6,24099,0.5897187511676044,0.3557143501570506,2.881480487696964,7,1.0827266048072344,0.16666666666666666,3
227,12,6,24099,0.5897187511676044,0.3557143501570506,2.881480487696964,8,1.8624630946973595,0.16666666666666666,3
228,12,6,24099,0.5897187511676044,0.3557143501570506,2.881480487696964,9,1.5984613863892558,0.16666666666666666,3
229,12,6,24099,0.5897187511676044,0.3557143501570506,2.881480487696964,10,2.0716300404679133,0.16666666666666666,3
230,14,7,44860,0.4715885213415168,0.5564515755367465,3.3068017950154074,1,1.077486505583358,0.14285714285714285,3
231,14,7,44860,0.4715885213415168,0.5564515755367465,3.3068017950154074,2,2.220851987885516,0.14285714285714285,3
232,14,7,44860,0.4715885213415168,0.5564515755367465,3.3068017950154074,3,2.069957805931208,0.14285714285714285,3
233,14,7,44860,0.4715885213415168,0.5564515755367465,3.3068017950154074,4,1.9640180035103068,0.14285714285714285,3
234,14,7,44860,0.4715885213415168,0.5564515755367465,3.3068017950154074,5,1.28761069196615,0.14285714285714285,3
235,14,7,44860,0.4715885213415168,0.5564515755367465,3.3068017950154074,6,1.90616213896184,0.14285714285714285,3
236,14,7,44860,0.4715885213415168,0.5564515755367465,3.3068017950154074,7,1.9871106569105224,0.14285714285714285,3
237,14,7,44860,0.4715885213415168,0.5564515755367465,3.3068017950154074,8,1.3741988958110891,0.14285714285714285,3
238,14,7,44860,0.4715885213415168,0.5564515755367465,3.3068017950154074,9,0.8615182607759957,0.14285714285714285,3
239,14,7,44860,0.4715885213415168,0.5564515755367465,3.3068017950154074,10,0.9141503346322808,0.14285714285714285,3
240,16,4,45331,0.4185656643418187,0.6817328455772277,3.349121051430282,1,1.5851946337369662,0.25,3
241,16,4,45331,0.4185656643418187,0.6817328455772277,3.349121051430282,2,1.8813391052411703,0.25,3
242,16,4,45331,0.4185656643418187,0.6817328455772277,3.349121051430282,3,2.2735870337024067,0.25,3
243,16,4,45331,0.4185656643418187,0.6817328455772277,3.349121051430282,4,1.5267243244901527,0.25,3
244,16,4,45331,0.4185656643418187,0.6817328455772277,3.349121051430282,5,1.3253850273331318,0.25,3
245,16,4,45331,0.4185656643418187,0.6817328455772277,3.349121051430282,6,0.8896274726719942,0.25,3
246,16,4,45331,0.4185656643418187,0.6817328455772277,3.349121051430282,7,1.6912461208213254,0.25,3
247,16,4,45331,0.4185656643418187,0.6817328455772277,3.349121051430282,8,1.3466589941247495,0.25,3
248,16,4,45331,0.4185656643418187,0.6817328455772277,3.349121051430282,9,1.6263865241782098,0.25,3
249,16,4,45331,0.4185656643418187,0.6817328455772277,3.349121051430282,10,1.5229299881115392,0.25,3
250,18,13,36153,0.5720347082974809,0.31610193219087607,3.4336523272823785,1,1.2182338965972537,0.07692307692307693,3
251,18,13,36153,0.5720347082974809,0.31610193219087607,3.4336523272823785,2,1.974973669872497,0.07692307692307693,3
252,18,13,36153,0.5720347082974809,0.31610193219087607,3.4336523272823785,3,2.3202074540964244,0.07692307692307693,3
